,index,name,minutes,n_steps,ingredients,n_ingredients,ingredients_clean_processed,type
6320,170241,raisin chutney,10,2,"['raisins', 'fresh ginger', 'cayenne', 'salt', 'water', 'lemon']",6,raisins fresh ginger cayenne salt water lemon,snacks
6326,170341,rajma tikki  savoury cutlets made from red kidney beans,60,16,"['red kidney beans', 'green chilies', 'ginger-garlic paste', 'red chili powder', 'cumin powder', 'chat masala', 'salt', 'fresh coriander leaves', 'cornflour', 'oil', 'carrots', 'red capsicums', 'beetroots', 'onions', 'chutney', 'tamarind chutney']",16,red kidney beans green chilies ginger garlic paste red chili powder cumin powder chat masala salt fresh coriander leaves cornflour oil carrots red capsicums beetroots onions chutney tamarind chutney,snacks
6355,171386,raw almond herb cheese,6,1,"['ground almonds', 'water', 'green onion', 'lemon juice', 'nutritional yeast', 'sea salt', 'basil', 'thyme']",8,ground almonds water green onion lemon juice nutritional yeast sea salt basil thyme,snacks
6365,171412,raw cashew hummus   bean free,195,9,"['raw cashews', 'tahini', 'lemon juice', 'garlic cloves', 'salt', 'cumin', 'cayenne', 'olives', 'roasted red pepper', 'paprika', 'sun-dried tomatoes', 'fresh parsley']",12,raw cashews tahini lemon juice garlic cloves salt cumin cayenne olives roasted red pepper paprika sun dried tomatoes fresh parsley,snacks
6368,171416,raw cherry vanilla smoothie,3,3,"['banana', 'frozen cherries', 'almond milk', 'vanilla extract', 'sea salt']",5,banana frozen cherries almond milk vanilla extract sea salt,snacks
6391,171467,raw vegan brownies,5,10,"['walnuts', 'dates', 'cacao', 'coconut oil']",4,walnuts dates cacao coconut oil,snacks
6398,171474,raw vegan marinara sauce,15,1,"['tomatoes', 'fresh lemon juice', 'shoyu', 'yellow onions', 'garlic cloves', 'sun-dried tomato', 'sea salt']",7,tomatoes fresh lemon juice shoyu yellow onions garlic cloves sun dried tomato sea salt,snacks
6400,171476,raw vegan oatmeal cookies,20,11,"['all-bran cereal', 'granola cereal', 'cranberries', 'raisins', 'almonds', 'walnuts', 'banana', 'peanut butter', 'jam']",9,bran cereal granola cereal cranberries raisins almonds walnuts banana peanut butter jam,desserts
6451,172142,red lentils and spinach,45,7,"['oil', 'garlic', 'onion', 'paprika', 'coriander', 'red lentil', 'diced tomatoes', 'spinach', 'ginger', 'fresh cilantro']",10,oil garlic onion paprika coriander red lentil diced tomatoes spinach ginger fresh cilantro,main_meal
6468,172493,red wine balsamic salad dressing,5,2,"['red wine', 'balsamic vinegar', 'dijon mustard', 'fruit jam', 'vegetable oil']",5,red wine balsamic vinegar dijon mustard fruit jam vegetable oil,light_meal
6474,172765,refreshing cucumber lemonade,5,4,"['english cucumbers', 'lemon juice', 'sugar', 'water']",4,english cucumbers lemon juice sugar water,snacks
6500,173500,rice and colorful vegetables,25,11,"['raw sugar', 'salt', 'lime juice', 'cooked rice', 'raisins', 'olive oil', 'carrot', 'red onion', 'red bell pepper', 'dried ginger', 'snow peas', 'black beans', 'cilantro']",13,raw sugar salt lime juice cooked rice raisins olive oil carrot red onion red bell pepper dried ginger snow peas black beans cilantro,snacks
6516,173672,rice noodles with tahini sauce and mixed veggies,35,10,"['rice noodles', 'onions', 'carrots', 'frozen peas', 'sesame seeds', 'tahini', 'butter', 'sesame oil', 'gomashio']",9,rice noodles onions carrots frozen peas sesame seeds tahini butter sesame oil gomashio,snacks
6531,173866,rich  but low cal  vegan hot chocolate,6,4,"['soymilk', 'water', 'cocoa powder', 'sugar', 'cinnamon']",5,soymilk water cocoa powder sugar cinnamon,snacks
6532,173916,rich brown vegetable stock,75,5,"['olive oil', 'leeks', 'carrots', 'celery & leaves', 'russet potato', 'garlic', 'dried lentils', 'bay leaf', 'peppercorn', 'soy sauce', 'dried thyme', 'parsley']",12,olive oil leeks carrots celery leaves russet potato garlic dried lentils bay leaf peppercorn soy sauce dried thyme parsley,main_meal
6538,174343,riks roast garlic potato fans  uk,60,14,"['potato', 'vegetable oil', 'garlic', 'salt & freshly ground black pepper']",4,potato vegetable oil garlic salt freshly ground black pepper,light_meal
6551,174898,roast potatoes with lemon,45,13,"['yukon gold potatoes', 'lemon', 'garlic cloves', 'fresh thyme', 'olive oil', 'sea salt', 'fresh ground pepper']",7,yukon gold potatoes lemon garlic cloves fresh thyme olive oil sea salt fresh ground pepper,other
6666,176023,roasted red lentil soup,85,10,"['curry powder', 'ground cumin', 'ground ginger', 'black pepper', 'vegetable oil', 'black mustard seeds', 'cumin seeds', 'sesame seeds', 'garlic', 'red lentils', 'onion', 'celery', 'carrots', 'vegetable broth', 'water', 'diced tomato', 'salt']",17,curry powder ground cumin ground ginger black pepper vegetable oil black mustard seeds cumin seeds sesame seeds garlic red lentils onion celery carrots vegetable broth water diced tomato salt,snacks
6727,176525,robin s salsa,10,6,"['whole canned tomatoes', 'dried red chili peppers', 'green onions', 'fresh cilantro', 'ground cumin', 'garlic clove', 'salt']",7,whole canned tomatoes dried red chili peppers green onions fresh cilantro ground cumin garlic clove salt,snacks
6754,177256,rosemary limeade for 2,20,6,"['water', 'natural cane sugar', 'fresh rosemary', 'fresh lime juice', 'lime slice', 'ice cube']",6,water natural cane sugar fresh rosemary fresh lime juice lime slice ice cube,other
6812,178652,salad with radish and green onions,15,8,"['salad greens', 'red radish', 'green onion', 'cider vinegar', 'apple juice', 'country-style dijon mustard', 'salt', 'pepper', 'walnut oil', 'sugar']",10,salad greens red radish green onion cider vinegar apple juice country style dijon mustard salt pepper walnut oil sugar,light_meal
6917,183011,scraped cucumber,10,6,"['pickling cucumbers', 'sugar', 'ice cube']",3,pickling cucumbers sugar ice cube,light_meal
6936,183650,secret ingredient curried cauliflower soup,25,8,"['olive oil', 'onion', 'tart apple', 'curry powder', 'garlic clove', 'cauliflower', 'vegetable broth', 'honey', 'rice wine vinegar']",9,olive oil onion tart apple curry powder garlic clove cauliflower vegetable broth honey rice wine vinegar,main_meal
6979,184039,sesame ginger couscous,15,6,"['couscous', 'water', 'olive oil', 'onion', 'gingerroot', 'carrot', 'broccoli floret', 'sesame oil', 'soy sauce']",9,couscous water olive oil onion gingerroot carrot broccoli floret sesame oil soy sauce,snacks
6998,184259,sesame vegetable lo mein,40,7,"['vermicelli', 'dark sesame oil', 'sugar snap peas', 'broccoli florets', 'red bell pepper', 'carrots', 'green onions', 'garlic cloves', 'fresh ginger', 'red pepper flakes', 'light soy sauce', 'water', 'sesame seeds']",13,vermicelli dark sesame oil sugar snap peas broccoli florets red bell pepper carrots green onions garlic cloves fresh ginger red pepper flakes light soy sauce water sesame seeds,main_meal
7029,185058,shockingly good vegan cheese sauce,15,3,"['water', 'carrot', 'white flour', 'nutritional yeast flakes', 'lemon juice', 'onion powder', 'salt']",7,water carrot white flour nutritional yeast flakes lemon juice onion powder salt,light_meal
7042,186386,silky apricot butter,60,17,"['apricots', 'water', 'granulated sugar', 'lemon juice']",4,apricots water granulated sugar lemon juice,light_meal
7061,186692,simple carrots and celery side dish,17,5,"['vegetable stock', 'celery', 'carrots']",3,vegetable stock celery carrots,snacks
7078,187024,simple mango chutney,60,3,"['green mango', 'salt', 'scotch bonnet pepper', 'fresh ground black pepper', 'garlic cloves', 'culantro', 'lime, juice of']",7,green mango salt scotch bonnet pepper fresh ground black pepper garlic cloves culantro lime juice,other
7105,187334,simple strawberry and spinach salad,10,3,"['strawberries', 'baby spinach', 'olive oil', 'balsamic vinegar', 'brown sugar']",5,strawberries baby spinach olive oil balsamic vinegar brown sugar,snacks
7122,187651,simply the best  salsa,10,7,"['vidalia onion', 'fresh cilantro', 'diced tomatoes', 'tomato sauce', 'jalapeno', 'garlic cloves', 'salt']",7,vidalia onion fresh cilantro diced tomatoes tomato sauce jalapeno garlic cloves salt,snacks
7134,188196,skillet sweet potatoes,35,6,"['olive oil', 'onion', 'sweet potatoes', 'vegetable stock', 'salt', 'fresh ground pepper']",6,olive oil onion sweet potatoes vegetable stock salt fresh ground pepper,main_meal
7135,188231,skinny bitches vegan red wine  beef  stew,66,11,"['whole wheat pastry flour', 'fresh rosemary', 'fine sea salt', 'pepper', 'beef', 'vegetable oil', 'garlic cloves', 'low sodium vegetable broth', 'dry red wine', 'carrots', 'red potatoes', 'mushroom', 'peas']",13,whole wheat pastry flour fresh rosemary fine sea salt pepper beef vegetable oil garlic cloves low sodium vegetable broth dry red wine carrots red potatoes mushroom peas,main_meal
7169,189442,small fruit salad,135,13,"['strawberries', 'navel oranges', 'tangerines', 'banana', 'pear', 'apple', 'lemon, juice of', 'water']",8,strawberries navel oranges tangerines banana pear apple lemon juice water,light_meal
7206,190580,snow covered apples,15,8,"['fuji apples', 'white chocolate chips', 'sweetened coconut']",3,fuji apples white chocolate chips sweetened coconut,main_meal
7207,190609,snow peas with ginger,20,5,"['peanut oil', 'fresh ginger', 'snow peas', 'soy sauce', 'dark sesame oil', 'salt', 'black pepper']",7,peanut oil fresh ginger snow peas soy sauce dark sesame oil salt black pepper,other
7208,190739,so much more than carrot cake cookies,60,10,"['almond milk', 'flax seeds', 'canola oil', 'toasted sesame oil', 'maple syrup', 'demerara sugar', 'sugar', 'fresh ginger', 'vanilla', 'barley flour', 'whole wheat flour', 'wheat germ', 'baking powder', 'cinnamon', 'nutmeg', 'cardamom', 'sea salt', 'carrot', 'oats', 'shredded coconut', 'walnuts', 'dried kasha', 'candied ginger', 'raisins', 'berries']",25,almond milk flax seeds canola oil toasted sesame oil maple syrup demerara sugar sugar fresh ginger vanilla barley flour whole wheat flour wheat germ baking powder cinnamon nutmeg cardamom sea salt carrot oats shredded coconut walnuts dried kasha candied ginger raisins berries,snacks
7211,190793,socca,55,14,"['chickpea flour', 'salt', 'black pepper', 'warm water', 'olive oil', 'onion', 'fresh rosemary leaf']",7,chickpea flour salt black pepper warm water olive oil onion fresh rosemary leaf,snacks
7222,191313,sorbet from canned fruit,720,6,"['fruit cocktail in heavy syrup', 'brandy']",2,fruit cocktail heavy syrup brandy,main_meal
7253,192723,southwest chipotle seasoning,5,3,"['chili powder', 'dried cilantro', 'cumin', 'mexican oregano', 'dried sweet basil leaves', 'garlic powder', 'dried thyme leaves', 'chipotle pepper']",8,chili powder dried cilantro cumin mexican oregano dried sweet basil leaves garlic powder dried thyme leaves chipotle pepper,other
7359,194827,spiced lentils and cantaloupe,45,6,"['cantaloupe', 'lentils', 'red pepper', 'scallion', 'fresh parsley', 'fresh lemon juice', 'olive oil', 'salt', 'cayenne pepper']",9,cantaloupe lentils red pepper scallion fresh parsley fresh lemon juice olive oil salt cayenne pepper,main_meal
7366,194989,spiced red pears in wine  crock pot,975,7,"['pears', 'dry red wine', 'sugar', 'cinnamon stick', 'cloves', 'orange']",6,pears dry red wine sugar cinnamon stick cloves orange,desserts
7379,195096,spiced yam mash,30,10,"['yams', 'coconut milk', 'cooking oil', 'brown sugar', 'ginger', 'garlic clove', 'curry paste']",7,yams coconut milk cooking oil brown sugar ginger garlic clove curry paste,snacks
7381,195133,spicy african peanut soup with chickpeas,35,13,"['vegetable oil', 'onion', 'sweet potato', 'garlic cloves', 'vegetable broth', 'long grain rice', 'ground thyme', 'ground cumin', 'salsa', 'garbanzo beans', 'zucchini', 'crunchy peanut butter', 'peanuts']",13,vegetable oil onion sweet potato garlic cloves vegetable broth long grain rice ground thyme ground cumin salsa garbanzo beans zucchini crunchy peanut butter peanuts,snacks
7396,195391,spicy butternut squash soup,100,9,"['chili oil', 'white onion', 'jalapenos', 'garlic cloves', 'red bell pepper', 'black beans', 'carrots', 'vegetable stock', 'butternut squash', 'pumpkin puree', 'cilantro', 'ground cumin', 'salt and pepper']",13,chili oil white onion jalapenos garlic cloves red bell pepper black beans carrots vegetable stock butternut squash pumpkin puree cilantro ground cumin salt pepper,main_meal
7458,196356,spicy orange tofu,90,12,"['firm tofu', 'fresh orange juice', 'rice vinegar', 'soy sauce', 'canola oil', 'dark sesame oil', 'garlic cloves', 'fresh gingerroot', 'green onions', 'fresh cilantro', 'red chili pepper']",11,firm tofu fresh orange juice rice vinegar soy sauce canola oil dark sesame oil garlic cloves fresh gingerroot green onions fresh cilantro red chili pepper,main_meal
7459,196364,spicy oven dried tomatoes,520,12,"['plum tomatoes', 'sea salt', 'sugar', 'fresh coarse ground black pepper', 'crushed red pepper flakes', 'fennel seed', 'bay leaf', 'dried thyme', 'garlic', 'olive oil', 'fresh lemon juice']",11,plum tomatoes sea salt sugar fresh coarse ground black pepper crushed red pepper flakes fennel seed bay leaf dried thyme garlic olive oil fresh lemon juice,main_meal
7460,196408,spicy peanut dipping sauce,15,6,"['smooth peanut butter', 'garlic', 'tamari', 'water', 'rice vinegar', 'chili paste', 'sugar', 'fresh cilantro leaves']",8,smooth peanut butter garlic tamari water rice vinegar chili paste sugar fresh cilantro leaves,snacks
7461,196414,spicy peanut sauce,13,4,"['vegetable oil', 'scallions', 'garlic cloves', 'fresh ginger', 'water', 'peanut butter', 'soy sauce', 'white vinegar', 'brown sugar', 'chili sauce']",10,vegetable oil scallions garlic cloves fresh ginger water peanut butter soy sauce white vinegar brown sugar chili sauce,main_meal
7466,196459,spicy popcorn,6,7,"['habanero', 'vegetable oil', 'popcorn']",3,habanero vegetable oil popcorn,snacks
7499,196821,spicy spinach and coconut soup,30,16,"['fresh spinach', 'vegetable stock', 'coconut milk', 'garlic cloves', 'onion', 'lemon', 'chili pepper', 'olive oil', 'cumin powder', 'turmeric powder', 'ginger', 'coconut', 'salt']",13,fresh spinach vegetable stock coconut milk garlic cloves onion lemon chili pepper olive oil cumin powder turmeric powder ginger coconut salt,main_meal
7513,196918,spicy tempeh and broccoli rabe with rotelle,45,20,"['whole wheat spiral pasta', 'tempeh', 'vegetable broth', 'soy sauce', 'tomato paste', 'garlic clove', 'fennel seed', 'red pepper flakes', 'dried oregano', 'red wine vinegar', 'olive oil', 'garlic cloves', 'broccoli rabe', 'white wine', 'salt & freshly ground black pepper']",15,whole wheat spiral pasta tempeh vegetable broth soy sauce tomato paste garlic clove fennel seed red pepper flakes dried oregano red wine vinegar olive oil garlic cloves broccoli rabe white wine salt freshly ground black pepper,snacks
7514,196955,spicy thai corn salad,23,11,"['frozen corn', 'red bell pepper', 'red onion', 'fresh cilantro', 'lime juice', 'thai sweet chili sauce', 'sugar', 'cucumber', 'bean sprouts', 'snow peas', 'beans']",11,frozen corn red bell pepper red onion fresh cilantro lime juice thai sweet chili sauce sugar cucumber bean sprouts snow peas beans,main_meal
7537,197136,spicy yam curry,45,8,"['mustard oil', 'cumin seed', 'onion', 'garlic cloves', 'cayenne pepper', 'yams', 'diced tomatoes with juice', 'salt', 'mild curry powder', 'tamarind paste', 'warm water', 'frozen peas', 'cilantro']",13,mustard oil cumin seed onion garlic cloves cayenne pepper yams diced tomatoes juice salt mild curry powder tamarind paste warm water frozen peas cilantro,main_meal
